timestamp,Date,Hour,Dept,Com,Address,Zip code,Corner,Segment,Address1,Address2,Vehicle 1 description,Vehicle 1,Vehicle 2 Description,Vehicle 2,Vehicle 3 Description,Vehicle 3,Person 1 Category,Person 1 Status,Person Tag,Person 2 Category,Person 2 Status,Person 2 Tag,Person 3 Cat,Person 3 Status,Person 3 Tag,Person 4 Cat,Person 4 Status,Person 4 Tag,fullAddress,latitude,longitude,season,involvedCount,periodOfDay
01/11/2013 20:35,01/11/2013,20:35,75,102,"134, RUE REAUMUR",,1_75102_6075,,"134, RUE REAUMUR, 75002 Paris",RUE NOTRE DAME DES VICTOIRES,Car,RESPONSIBLE,,,,,Pedestrian,Injured,RESPONSIBLE,Cond,Safe,RESPONSIBLE,,,,,,,"134, RUE REAUMUR, 75002 Paris",48.8686802,2.3423181,autumn,1,evening
04/01/2013 09:40,04/01/2013,09:40,75,102,"01, PLACE DE LA BOURSE",,1_75102_6116,,"01, PLACE DE LA BOURSE, 75002 Paris",RUE NOTRE DAME DES VICTOIRES,Motor Scooter,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"01, PLACE DE LA BOURSE, 75002 Paris",48.8685418,2.3418711,winter,1,morning
18/09/2013 19:50,18/09/2013,19:50,75,102,"160, RUE MONTMARTRE",,1_75102_6170,,"160, RUE MONTMARTRE, 75002 Paris",RUE SAINT MARC,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Safe,VICTIM,Pass,Injured,VICTIM,,,,"160, RUE MONTMARTRE, 75002 Paris",48.8701483,2.3427302,summer,2,evening
29/08/2013 18:10,29/08/2013,18:10,75,102,BOULEVARD POISSONNIERE,,1_75102_6219,,"BOULEVARD POISSONNIERE, 75002 Paris",RUE MONTMARTRE,Bicycle,RESPONSIBLE,,,,,Pedestrian,Injured,RESPONSIBLE,,,,,,,,,,"BOULEVARD POISSONNIERE, 75002 Paris",48.871047,2.3457037,summer,1,evening
18/12/2012 14:50,18/12/2012,14:50,75,102,"127, RUE MONTMARTRE",,1_75102_6224,,"127, RUE MONTMARTRE, 75002 Paris",RUE DU CROISSANT,Van,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"127, RUE MONTMARTRE, 75002 Paris",48.8692098,2.3429461,autumn,1,afternoon
10/11/2012 07:50,10/11/2012,07:50,75,102,"37, RUE DU LOUVRE",,1_75102_6302,,"37, RUE DU LOUVRE, 75002 Paris",RUE DU MAIL,Bicycle,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"37, RUE DU LOUVRE, 75002 Paris",48.86697849999999,2.3435864,autumn,2,morning
12/05/2012 17:45,12/05/2012,17:45,75,102,"36, RUE ETIENNE MARCEL",,1_75102_6450,,"36, RUE ETIENNE MARCEL, 75002 Paris",RUE MONTMARTRE,Car,RESPONSIBLE,,,,,Pedestrian,Injured,RESPONSIBLE,Cond,Safe,RESPONSIBLE,,,,,,,"36, RUE ETIENNE MARCEL, 75002 Paris",48.8651286,2.3446337,spring,1,afternoon
30/08/2013 01:22,30/08/2013,01:22,75,102,RUE ETIENNE MARCEL,,1_75102_6784,,"RUE ETIENNE MARCEL, 75002 Paris",RUE FRANCAISE,Bicycle,RESPONSIBLE,Motorbike,RUN AWAY,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"RUE ETIENNE MARCEL, 75002 Paris",48.8647395,2.345399,summer,2,
07/01/2013 18:10,07/01/2013,18:10,75,102,"31, BOULEVARD DE BONNE N",,1_75102_6908,,"31, BOULEVARD DE BONNE N, 75002 Paris",RUE DE LA VILLE NEUVE,Motor Scooter,RESPONSIBLE,Motorbike,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"31, BOULEVARD DE BONNE N, 75002 Paris",48.8702857,2.3488591,winter,2,evening
15/03/2012 12:10,15/03/2012,12:10,75,102,"73, RUE REAUMUR",,1_75102_6981,,"73, RUE REAUMUR, 75002 Paris",RUE DUSSOUBS,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Injured,VICTIM,,,,,,,"73, RUE REAUMUR, 75002 Paris",48.86664409999999,2.3494494,winter,2,lunch
28/02/2012 11:10,28/02/2012,11:10,75,102,"44, RUE DUSSOUBS",,1_75102_7048,,"44, RUE DUSSOUBS, 75002 Paris",RUE DU CAIRE,Van,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,,,,,,,"44, RUE DUSSOUBS, 75002 Paris",48.867362,2.3497657,winter,1,morning
26/06/2012 14:20,26/06/2012,14:20,75,102,"29, RUE DE TURBIGO",,1_75102_7168,,"29, RUE DE TURBIGO, 75002 Paris",RUE DE PALESTRO,Motor Scooter,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,"29, RUE DE TURBIGO, 75002 Paris",48.86441259999999,2.3507601,summer,1,afternoon
28/02/2012 06:25,28/02/2012,06:25,75,104,"11, BOULEVARD HENRI IV",,1_75104_8328,,"11, BOULEVARD HENRI IV, 75004 Paris",PLACE DU PERE TEILHARD DE CHARDIN,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Hospitalized,VICTIM,,,,,,,"11, BOULEVARD HENRI IV, 75004 Paris",48.85145139999999,2.3627091,winter,2,morning
04/03/2012 21:35,04/03/2012,21:35,75,104,"85, RUE SAINT ANTOINE",,1_75104_8334,,"85, RUE SAINT ANTOINE, 75004 Paris",RUE DE TURENNE,Bicycle,RESPONSIBLE,Transport bus,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"85, RUE SAINT ANTOINE, 75004 Paris",48.8544817,2.3626874,winter,2,evening
01/10/2013 17:35,01/10/2013,17:35,75,104,"39, RUE SAINT ANTOINE",,1_75104_8520,,"39, RUE SAINT ANTOINE, 75004 Paris",RUE DE BIRAGUE,Motor Scooter,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"39, RUE SAINT ANTOINE, 75004 Paris",48.8537638,2.3648558,autumn,1,afternoon
29/04/2013 15:16,29/04/2013,15:16,75,104,"34, BOULEVARD HENRI IV",,1_75104_8580,,"34, BOULEVARD HENRI IV, 75004 Paris",RUE DE LA CERISAIE,Motor Scooter,RESPONSIBLE,Motorbike,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"34, BOULEVARD HENRI IV, 75004 Paris",48.8517967,2.3656181,spring,2,afternoon
27/04/2012 09:30,27/04/2012,09:30,75,104,"28, RUE SAINT ANTOINE",,1_75104_8581,,"28, RUE SAINT ANTOINE, 75004 Paris",IMPASSE GUEMENEE,Car,RESPONSIBLE,Bicycle,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Injured,VICTIM,,,,,,,"28, RUE SAINT ANTOINE, 75004 Paris",48.8538895,2.3655748,spring,2,morning
07/10/2012 09:10,07/10/2012,09:10,75,104,"12, RUE SAINT ANTOINE",,1_75104_8641,,"12, RUE SAINT ANTOINE, 75004 Paris",RUE CASTEX,Motorbike,RESPONSIBLE,Car,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"12, RUE SAINT ANTOINE, 75004 Paris",48.85351,2.3665261,autumn,2,morning
09/06/2012 18:50,09/06/2012,18:50,75,104,"41, BOULEVARD HENRI IV",,1_75104_8657,,"41, BOULEVARD HENRI IV, 75004 Paris",RUE DE LESDIGUIERES,Motorbike,RESPONSIBLE,Bicycle,VICTIM,,,Cond,Safe,VICTIM,Cond,Injured,RESPONSIBLE,,,,,,,"41, BOULEVARD HENRI IV, 75004 Paris",48.85268910000001,2.3665843,spring,2,evening
26/06/2013 23:10,26/06/2013,23:10,75,104,"42, BOULEVARD HENRI IV",,1_75104_8657,,"42, BOULEVARD HENRI IV, 75004 Paris",RUE DE LESDIGUIERES,Motor Scooter,VICTIM,Car,RUN AWAY,,,Pass,Injured,VICTIM,Cond,Injured,VICTIM,,,,,,,"42, BOULEVARD HENRI IV, 75004 Paris",48.8523132,2.3670053,summer,2,
16/07/2013 13:20,16/07/2013,13:20,75,104,"16, RUE CHANOINESSE",,,,"16, RUE CHANOINESSE, 75004 Paris",,Motor Scooter,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"16, RUE CHANOINESSE, 75004 Paris",48.8539265,2.3510551,summer,1,lunch
01/11/2013 17:30,01/11/2013,17:30,75,104,"29 BIS, RUE DES FRANCS B",,,,"29 BIS, RUE DES FRANCS B, 75004 Paris",,Van,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,,,,"29 BIS, RUE DES FRANCS B, 75004 Paris",48.857206,2.3612523,autumn,1,afternoon
09/12/2013 20:42,09/12/2013,20:42,75,104,"44, RUE DE RIVOLI",,,,"44, RUE DE RIVOLI, 75004 Paris",,Motor Scooter,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,,,,,,,"44, RUE DE RIVOLI, 75004 Paris",48.8567371,2.3552514,autumn,1,evening
04/11/2013 16:15,04/11/2013,16:15,75,104,"40, RUE DE RIVOLI",,,,"40, RUE DE RIVOLI, 75004 Paris",,Car,RESPONSIBLE,Motorbike,VICTIM,Car,VICTIM,Cond,Injured,VICTIM,Cond,Safe,RESPONSIBLE,Cond,Safe,VICTIM,,,,"40, RUE DE RIVOLI, 75004 Paris",48.8565453,2.3561633,autumn,3,afternoon
11/09/2013 18:50,11/09/2013,18:50,75,104,"8, RUE DE RIVOLI",,,,"8, RUE DE RIVOLI, 75004 Paris",,Motor Scooter,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Injured,VICTIM,,,,,,,"8, RUE DE RIVOLI, 75004 Paris",48.8554343,2.3607246,summer,2,evening
23/06/2012 18:10,23/06/2012,18:10,75,104,"26, BOULEVARD DE SEBASTO",,,,"26, BOULEVARD DE SEBASTO, 75004 Paris",,Bicycle,VICTIM,Motor Scooter,RUN AWAY,,,Cond,Injured,VICTIM,,,,,,,,,,"26, BOULEVARD DE SEBASTO, 75004 Paris",48.8607792,2.3498405,summer,2,evening
13/02/2013 10:15,13/02/2013,10:15,75,104,"33, RUE DE RIVOLI",,,,"33, RUE DE RIVOLI, 75004 Paris",,Motor Scooter,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,,,,,,,"33, RUE DE RIVOLI, 75004 Paris",48.8576428,2.3506018,winter,1,morning
18/06/2012 16:10,18/06/2012,16:10,75,104,"37, RUE DE RIVOLI",,,,"37, RUE DE RIVOLI, 75004 Paris",,Transport bus,RESPONSIBLE,Bicycle,VICTIM,,,Cond,Injured,VICTIM,,,,,,,,,,"37, RUE DE RIVOLI, 75004 Paris",48.8577351,2.349933,spring,2,afternoon
21/02/2012 22:05,21/02/2012,22:05,75,104,"/, VOIE GEORGES POMPIDOU",,,,"/, VOIE GEORGES POMPIDOU, 75004 Paris",,Car,RESPONSIBLE,Motorbike,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Hospitalized,VICTIM,,,,,,,"/, VOIE GEORGES POMPIDOU, 75004 Paris",48.8528034,2.352662,winter,2,evening
25/05/2012 00:20,25/05/2012,00:20,75,104,"7, BOULEVARD BOURDON",,,,"7, BOULEVARD BOURDON, 75004 Paris",,Bicycle,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"7, BOULEVARD BOURDON, 75004 Paris",48.84828419999999,2.3657251,spring,1,
10/06/2013 19:00,10/06/2013,19:00,75,104,"23, BOULEVARD BEAUMARCHA",,,,"23, BOULEVARD BEAUMARCHA, 75004 Paris",,Car,RESPONSIBLE,Car,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Injured,VICTIM,Pass,Injured,VICTIM,,,,"23, BOULEVARD BEAUMARCHA, 75004 Paris",48.855341,2.3683753,spring,2,evening
26/05/2012 18:30,26/05/2012,18:30,75,104,"18, RUE SAINT ANTOINE",,,,"18, RUE SAINT ANTOINE, 75004 Paris",,Car,RESPONSIBLE,,,,,Cond,Safe,RESPONSIBLE,Pedestrian,Injured,RESPONSIBLE,,,,,,,"18, RUE SAINT ANTOINE, 75004 Paris",48.8537871,2.3663451,spring,1,evening
06/05/2013 22:40,06/05/2013,22:40,75,104,"21, RUE DES TOURNELLES",,,,"21, RUE DES TOURNELLES, 75004 Paris",,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Safe,VICTIM,Pass,Injured,VICTIM,,,,"21, RUE DES TOURNELLES, 75004 Paris",48.8551231,2.3667669,spring,2,evening
21/09/2013 14:23,21/09/2013,14:23,75,104,"2, RUE DES TOURNELLES",,,,"2, RUE DES TOURNELLES, 75004 Paris",,Motor Scooter,RESPONSIBLE,Car,VICTIM,,,Cond,Injured,RESPONSIBLE,Cond,Safe,VICTIM,,,,,,,"2, RUE DES TOURNELLES, 75004 Paris",48.8537018,2.3674141,summer,2,afternoon
13/02/2013 15:50,13/02/2013,15:50,75,105,"133, BOULEVARD SAINT MIC",,1_75105_5623,,"133, BOULEVARD SAINT MIC, 75005 Paris",RUE DU VAL DE GRACE,Bicycle,RESPONSIBLE,,,,,Pedestrian,Injured,RESPONSIBLE,Cond,Safe,RESPONSIBLE,,,,,,,"133, BOULEVARD SAINT MIC, 75005 Paris",48.8420351,2.338283,winter,1,afternoon
04/07/2012 04:15,04/07/2012,04:15,75,105,"63, BOULEVARD SAINT MICH",,1_75105_5946,,"63, BOULEVARD SAINT MICH, 75005 Paris",RUE SOUFFLOT,Car,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"63, BOULEVARD SAINT MICH, 75005 Paris",48.8474525,2.3413606,summer,1,
06/04/2012 12:40,06/04/2012,12:40,75,105,"296, RUE SAINT JACQUES",,1_75105_5961,,"296, RUE SAINT JACQUES, 75005 Paris",RUE DU VAL DE GRACE,Motor Scooter,RESPONSIBLE,,,,,Cond,Injured,RESPONSIBLE,,,,,,,,,,"296, RUE SAINT JACQUES, 75005 Paris",48.8411363,2.3411336,spring,1,lunch
22/05/2013 21:05,22/05/2013,21:05,75,105,RUE SAINT JACQUES,,1_75105_6030,,"RUE SAINT JACQUES, 75005 Paris",RUE DE L ABBE DE L EPEE,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Injured,VICTIM,,,,,,,"RUE SAINT JACQUES, 75005 Paris",48.8455939,2.3426793,spring,2,evening
27/03/2012 19:58,27/03/2012,19:58,75,105,RUE SOUFFLOT,,1_75105_6084,,"RUE SOUFFLOT, 75005 Paris",RUE LE GOFF,Car,RESPONSIBLE,Motor Scooter,VICTIM,,,Cond,Safe,RESPONSIBLE,Cond,Injured,VICTIM,,,,,,,"RUE SOUFFLOT, 75005 Paris",48.8469029,2.3428313,spring,2,evening
